hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,nzhec1,nzhec1_name,nzhec1_short,weight,exp_pw,eqv_exp_pw
Income quintile 2,2008,disq2,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1.5,8.6,5.3
Income quintile 2,2008,disq2,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.3,1.5,0.9
Income quintile 2,2008,disq2,10,Education,Education,group,10,Education,Education,1,5.9,3.6
Income quintile 2,2008,disq2,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.1,0.5,0.3
Income quintile 2,2008,disq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.6,3.6,2.2
Income quintile 2,2008,disq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.3,1.6,1
Income quintile 2,2008,disq2,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0.2,0.1
Income quintile 2,2008,disq2,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,10,57.3,35.1
Income quintile 2,2008,disq2,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.3,13.1,8
Income quintile 2,2008,disq2,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,1.8,1.1
Income quintile 2,2008,disq2,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,4.3,24.4,14.9
Income quintile 2,2008,disq2,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,2.5,1.5
Income quintile 2,2008,disq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.7,15.5,9.5
Income quintile 2,2008,disq2,13,Other expenditure,Interest,group,13,Other expenditure,Interest,4.7,26.8,16.4
Income quintile 2,2008,disq2,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,4.7,26.8,16.4
Income quintile 2,2008,disq2,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,12.4,70.9,43.4
Income quintile 2,2008,disq2,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,3.5,20.2,12.4
Income quintile 2,2008,disq2,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,5.2,30,18.3
Income quintile 2,2008,disq2,07.2.02,Petrol,Petrol,class,7,Transport,Transport,5.7,32.4,19.8
Income quintile 3,2008,disq3,1,Food,Food,group,1,Food,Food,18.2,162.8,86.2
Income quintile 3,2008,disq3,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.6,23.2,12.3
Income quintile 3,2008,disq3,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.2,28.8,15.3
Income quintile 3,2008,disq3,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,7.4,66.5,35.2
Income quintile 3,2008,disq3,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.8,15.6,8.3
Income quintile 3,2008,disq3,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,3.2,28.6,15.2
Income quintile 3,2008,disq3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,5.9,52.6,27.9
Income quintile 3,2008,disq3,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.9,34.6,18.3
Income quintile 3,2008,disq3,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2,18,9.6
Income quintile 3,2008,disq3,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,3.4,30.6,16.2
Income quintile 3,2008,disq3,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.8,25.1,13.3
Income quintile 3,2008,disq3,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.6,5.5,2.9
Income quintile 3,2008,disq3,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,18,160.6,85.1
Income quintile 3,2008,disq3,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,9.1,80.9,42.9
Income quintile 3,2008,disq3,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.2,11.1,5.9
Income quintile 3,2008,disq3,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,3.1,27.8,14.7
Income quintile 3,2008,disq3,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,4.6,40.8,21.6
Income quintile 3,2008,disq3,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4.6,41.1,21.8
Income quintile 3,2008,disq3,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.5,13.2,7
Income quintile 3,2008,disq3,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,4,2.1
Income quintile 3,2008,disq3,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1.2,10.8,5.7
Income quintile 3,2008,disq3,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.3,2.4,1.3
Income quintile 3,2008,disq3,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.4,3.5,1.9
Income quintile 3,2008,disq3,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.8,7.2,3.8
Income quintile 3,2008,disq3,6,Health,Health,group,6,Health,Health,3.5,31.2,16.5
Income quintile 3,2008,disq3,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,0.9,7.8,4.1
Income quintile 3,2008,disq3,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2.3,20.5,10.9
Income quintile 3,2008,disq3,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.3,2.9,1.5
Income quintile 3,2008,disq3,7,Transport,Transport,group,7,Transport,Transport,14.5,129.8,68.8
Income quintile 3,2008,disq3,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2.2,19.9,10.5
Income quintile 3,2008,disq3,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,9.8,87.1,46.1
Income quintile 3,2008,disq3,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,2.6,22.9,12.1
Income quintile 3,2008,disq3,8,Communication,Communication,group,8,Communication,Communication,3.4,30.7,16.3
Income quintile 3,2008,disq3,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.2,1.4,0.8
Income quintile 3,2008,disq3,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.1,0.7,0.4
Income quintile 3,2008,disq3,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.2,28.5,15.1
Income quintile 3,2008,disq3,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,8,71.4,37.8
Income quintile 3,2008,disq3,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,1.5,13.6,7.2
Income quintile 3,2008,disq3,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.2,2,1
Income quintile 3,2008,disq3,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.7,15,8
Income quintile 3,2008,disq3,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.4,21.3,11.3
Income quintile 3,2008,disq3,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1.2,10.8,5.7
Income quintile 3,2008,disq3,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.4,3.3,1.7
Income quintile 3,2008,disq3,10,Education,Education,group,10,Education,Education,1.5,13.2,7
Income quintile 3,2008,disq3,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.3,2.8,1.5
Income quintile 3,2008,disq3,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.7,6.1,3.2
Income quintile 3,2008,disq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.5,4,2.1
Income quintile 3,2008,disq3,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0.3,0.1
Income quintile 3,2008,disq3,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,9.2,82.1,43.5
Income quintile 3,2008,disq3,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.3,20.3,10.8
Income quintile 3,2008,disq3,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,2.8,1.5
Income quintile 3,2008,disq3,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,4,35.6,18.9
Income quintile 3,2008,disq3,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.6,5.4,2.9
Income quintile 3,2008,disq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,2,18,9.5
Income quintile 3,2008,disq3,13,Other expenditure,Interest,group,13,Other expenditure,Interest,9.7,86.9,46
Income quintile 3,2008,disq3,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,9.7,86.9,46
Income quintile 3,2008,disq3,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,9.1,80.9,42.9
Income quintile 3,2008,disq3,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,2.7,24.3,12.9
Income quintile 3,2008,disq3,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,4,35.9,19
Income quintile 3,2008,disq3,07.2.02,Petrol,Petrol,class,7,Transport,Transport,6.3,56,29.7
Income quintile 4,2008,disq4,1,Food,Food,group,1,Food,Food,17.1,173.6,105.1
Income quintile 4,2008,disq4,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.4,24.1,14.6
Income quintile 4,2008,disq4,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,2.9,29.4,17.8
Income quintile 4,2008,disq4,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,6.5,66.1,40
Income quintile 4,2008,disq4,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.7,16.9,10.2
Income quintile 4,2008,disq4,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,3.7,37.2,22.5
Income quintile 4,2008,disq4,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.3,63.6,38.5
Income quintile 4,2008,disq4,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4.3,43.8,26.5
Income quintile 4,2008,disq4,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2,19.8,12
Income quintile 4,2008,disq4,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,3.7,37.8,22.9
Income quintile 4,2008,disq4,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.9,29.2,17.7
Income quintile 4,2008,disq4,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.9,8.6,5.2
Income quintile 4,2008,disq4,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,16.3,165.2,100
Income quintile 4,2008,disq4,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,7.5,75.6,45.8
Income quintile 4,2008,disq4,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,2,20.5,12.4
Income quintile 4,2008,disq4,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,2.9,28.9,17.5
Income quintile 4,2008,disq4,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,4,40.2,24.4
Income quintile 4,2008,disq4,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4.5,45.3,27.4
Income quintile 4,2008,disq4,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.5,15,9.1
Income quintile 4,2008,disq4,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.6,5.7,3.5
Income quintile 4,2008,disq4,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1,9.7,5.9
Income quintile 4,2008,disq4,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.1,1.2,0.7
Income quintile 4,2008,disq4,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.5,5.2,3.1
Income quintile 4,2008,disq4,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.8,8.5,5.1
Income quintile 4,2008,disq4,6,Health,Health,group,6,Health,Health,4,40.2,24.3
Income quintile 4,2008,disq4,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,0.9,9.1,5.5
Income quintile 4,2008,disq4,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2.8,28.7,17.4
Income quintile 4,2008,disq4,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.2,2.4,1.5
Income quintile 4,2008,disq4,7,Transport,Transport,group,7,Transport,Transport,15.3,155.3,94
Income quintile 4,2008,disq4,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2.8,28.3,17.1
Income quintile 4,2008,disq4,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,9.5,96.5,58.4
Income quintile 4,2008,disq4,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,3,30.5,18.5
Income quintile 4,2008,disq4,8,Communication,Communication,group,8,Communication,Communication,3.4,34.1,20.7
Income quintile 4,2008,disq4,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,1.4,0.9
Income quintile 4,2008,disq4,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.3,3,1.8
Income quintile 4,2008,disq4,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,2.9,29.7,18
Income quintile 4,2008,disq4,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,8.3,84.3,51
Income quintile 4,2008,disq4,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,1.8,18.2,11
Income quintile 4,2008,disq4,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.2,2,1.2
Income quintile 4,2008,disq4,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.6,16,9.7
Income quintile 4,2008,disq4,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.3,23.5,14.3
Income quintile 4,2008,disq4,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1.2,11.9,7.2
