species,year,variable,units,magnitude,source,data_value,flag
Bigeye Tuna,2012,TACC,Tonnes,Actual,Environmental Accounts,714,
Bigeye Tuna,2013,Asset value,Dollars,Millions,Environmental Accounts,0.4,
Bigeye Tuna,2013,Catch,Tonnes,Actual,Environmental Accounts,115.9,
Bigeye Tuna,2013,TACC,Tonnes,Actual,Environmental Accounts,714,
Bigeye Tuna,2014,Asset value,Dollars,Millions,Environmental Accounts,0.4,
Bigeye Tuna,2014,Catch,Tonnes,Actual,Environmental Accounts,116.5,
Bigeye Tuna,2014,TACC,Tonnes,Actual,Environmental Accounts,714,
Bigeye Tuna,2015,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Bigeye Tuna,2015,Catch,Tonnes,Actual,Environmental Accounts,83.2,
Bigeye Tuna,2015,TACC,Tonnes,Actual,Environmental Accounts,714,
Bigeye Tuna,2016,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Bigeye Tuna,2016,Catch,Tonnes,Actual,Environmental Accounts,172.8,
Bigeye Tuna,2016,TACC,Tonnes,Actual,Environmental Accounts,714,
Bigeye Tuna,2017,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Bigeye Tuna,2017,Catch,Tonnes,Actual,Environmental Accounts,104.9,
Bigeye Tuna,2017,TACC,Tonnes,Actual,Environmental Accounts,714,
Bigeye Tuna,2018,Asset value,Dollars,Millions,Environmental Accounts,1.8,R
Bigeye Tuna,2018,Catch,Tonnes,Actual,Environmental Accounts,136.7,
Bigeye Tuna,2018,TACC,Tonnes,Actual,Environmental Accounts,714,
Bigeye Tuna,2019,Asset value,Dollars,Millions,Environmental Accounts,1.8,P
Bigeye Tuna,2019,Catch,Tonnes,Actual,Environmental Accounts,54.4,P
Bigeye Tuna,2019,TACC,Tonnes,Actual,Environmental Accounts,714,P
Black Cardinal Fish,1999,Asset value,Dollars,Millions,Environmental Accounts,5.9,
Black Cardinal Fish,1999,TACC,Tonnes,Actual,Environmental Accounts,3666,
Black Cardinal Fish,2000,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Black Cardinal Fish,2000,TACC,Tonnes,Actual,Environmental Accounts,3670,
Black Cardinal Fish,2001,Asset value,Dollars,Millions,Environmental Accounts,5.3,
Black Cardinal Fish,2001,TACC,Tonnes,Actual,Environmental Accounts,3670,
Black Cardinal Fish,2002,Asset value,Dollars,Millions,Environmental Accounts,6,
Black Cardinal Fish,2002,Catch,Tonnes,Actual,Environmental Accounts,2349.8,
Black Cardinal Fish,2002,TACC,Tonnes,Actual,Environmental Accounts,3670,
Black Cardinal Fish,2003,Asset value,Dollars,Millions,Environmental Accounts,8.7,
Black Cardinal Fish,2003,Catch,Tonnes,Actual,Environmental Accounts,2721.2,
Black Cardinal Fish,2003,TACC,Tonnes,Actual,Environmental Accounts,3670,
Black Cardinal Fish,2004,Asset value,Dollars,Millions,Environmental Accounts,8.5,
Black Cardinal Fish,2004,Catch,Tonnes,Actual,Environmental Accounts,1724.9,
Black Cardinal Fish,2004,TACC,Tonnes,Actual,Environmental Accounts,3670,
Black Cardinal Fish,2005,Asset value,Dollars,Millions,Environmental Accounts,15.8,
Black Cardinal Fish,2005,Catch,Tonnes,Actual,Environmental Accounts,1479.7,
Black Cardinal Fish,2005,TACC,Tonnes,Actual,Environmental Accounts,3670,
Black Cardinal Fish,2006,Asset value,Dollars,Millions,Environmental Accounts,6.1,
Black Cardinal Fish,2006,Catch,Tonnes,Actual,Environmental Accounts,2901,
Black Cardinal Fish,2006,TACC,Tonnes,Actual,Environmental Accounts,3670,
Black Cardinal Fish,2007,Asset value,Dollars,Millions,Environmental Accounts,5.9,
Black Cardinal Fish,2007,Catch,Tonnes,Actual,Environmental Accounts,2215.3,
Black Cardinal Fish,2007,TACC,Tonnes,Actual,Environmental Accounts,3751,
Black Cardinal Fish,2008,Asset value,Dollars,Millions,Environmental Accounts,4.7,
Black Cardinal Fish,2008,Catch,Tonnes,Actual,Environmental Accounts,1132.6,
Black Cardinal Fish,2008,TACC,Tonnes,Actual,Environmental Accounts,3751,
Black Cardinal Fish,2009,Asset value,Dollars,Millions,Environmental Accounts,4.4,
Black Cardinal Fish,2009,Catch,Tonnes,Actual,Environmental Accounts,1455.9,
Black Cardinal Fish,2009,TACC,Tonnes,Actual,Environmental Accounts,3751,
Black Cardinal Fish,2010,Asset value,Dollars,Millions,Environmental Accounts,3.8,
Black Cardinal Fish,2010,Catch,Tonnes,Actual,Environmental Accounts,1164.7,
Black Cardinal Fish,2010,TACC,Tonnes,Actual,Environmental Accounts,3148,
Black Cardinal Fish,2011,Asset value,Dollars,Millions,Environmental Accounts,3.7,
Black Cardinal Fish,2011,Catch,Tonnes,Actual,Environmental Accounts,862.7,
Black Cardinal Fish,2011,TACC,Tonnes,Actual,Environmental Accounts,2548,
Black Cardinal Fish,2012,Asset value,Dollars,Millions,Environmental Accounts,2.7,
Black Cardinal Fish,2012,Catch,Tonnes,Actual,Environmental Accounts,741.6,
Black Cardinal Fish,2012,TACC,Tonnes,Actual,Environmental Accounts,1968,
Black Cardinal Fish,2013,Asset value,Dollars,Millions,Environmental Accounts,2.7,
Black Cardinal Fish,2013,Catch,Tonnes,Actual,Environmental Accounts,575.1,
Black Cardinal Fish,2013,TACC,Tonnes,Actual,Environmental Accounts,1968,
Black Cardinal Fish,2014,Asset value,Dollars,Millions,Environmental Accounts,3,
Black Cardinal Fish,2014,Catch,Tonnes,Actual,Environmental Accounts,541.9,
Black Cardinal Fish,2014,TACC,Tonnes,Actual,Environmental Accounts,1968,
Black Cardinal Fish,2015,Asset value,Dollars,Millions,Environmental Accounts,3.7,
Black Cardinal Fish,2015,Catch,Tonnes,Actual,Environmental Accounts,665.3,
Black Cardinal Fish,2015,TACC,Tonnes,Actual,Environmental Accounts,1968,
Black Cardinal Fish,2016,Asset value,Dollars,Millions,Environmental Accounts,3.2,
Black Cardinal Fish,2016,Catch,Tonnes,Actual,Environmental Accounts,521.6,
Black Cardinal Fish,2016,TACC,Tonnes,Actual,Environmental Accounts,1968,
Black Cardinal Fish,2017,Asset value,Dollars,Millions,Environmental Accounts,4.2,
Black Cardinal Fish,2017,Catch,Tonnes,Actual,Environmental Accounts,597.5,
Black Cardinal Fish,2017,TACC,Tonnes,Actual,Environmental Accounts,1968,
Black Cardinal Fish,2018,Asset value,Dollars,Millions,Environmental Accounts,4.6,R
Black Cardinal Fish,2018,Catch,Tonnes,Actual,Environmental Accounts,401,
Black Cardinal Fish,2018,TACC,Tonnes,Actual,Environmental Accounts,1968,
Black Cardinal Fish,2019,Asset value,Dollars,Millions,Environmental Accounts,5.9,P
Black Cardinal Fish,2019,Catch,Tonnes,Actual,Environmental Accounts,696.2,P
Black Cardinal Fish,2019,TACC,Tonnes,Actual,Environmental Accounts,1968,P
Bladder Kelp,2011,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Bladder Kelp,2011,Catch,Tonnes,Actual,Environmental Accounts,53.3,
Bladder Kelp,2011,TACC,Tonnes,Actual,Environmental Accounts,1509.6,
Bladder Kelp,2012,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Bladder Kelp,2012,Catch,Tonnes,Actual,Environmental Accounts,34.2,
Bladder Kelp,2012,TACC,Tonnes,Actual,Environmental Accounts,1509.6,
Bladder Kelp,2013,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Bladder Kelp,2013,Catch,Tonnes,Actual,Environmental Accounts,35,
Bladder Kelp,2013,TACC,Tonnes,Actual,Environmental Accounts,1509.6,
Bladder Kelp,2014,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Bladder Kelp,2014,Catch,Tonnes,Actual,Environmental Accounts,93.5,
Bladder Kelp,2014,TACC,Tonnes,Actual,Environmental Accounts,1509.6,
Bladder Kelp,2015,Asset value,Dollars,Millions,Environmental Accounts,,
Bladder Kelp,2015,Catch,Tonnes,Actual,Environmental Accounts,62.1,
Bladder Kelp,2015,TACC,Tonnes,Actual,Environmental Accounts,1509.6,
Bladder Kelp,2016,Asset value,Dollars,Millions,Environmental Accounts,,
Bladder Kelp,2016,Catch,Tonnes,Actual,Environmental Accounts,30.5,
Bladder Kelp,2016,TACC,Tonnes,Actual,Environmental Accounts,1509.6,
Bladder Kelp,2017,Asset value,Dollars,Millions,Environmental Accounts,,
Bladder Kelp,2017,Catch,Tonnes,Actual,Environmental Accounts,41.8,
Bladder Kelp,2017,TACC,Tonnes,Actual,Environmental Accounts,1509.6,
Bladder Kelp,2018,Asset value,Dollars,Millions,Environmental Accounts,,
Bladder Kelp,2018,Catch,Tonnes,Actual,Environmental Accounts,40.8,
Bladder Kelp,2018,TACC,Tonnes,Actual,Environmental Accounts,1509.6,
Bladder Kelp,2019,Asset value,Dollars,Millions,Environmental Accounts,,P
Bladder Kelp,2019,Catch,Tonnes,Actual,Environmental Accounts,67.2,P
Bladder Kelp,2019,TACC,Tonnes,Actual,Environmental Accounts,1509.6,P
Blue Cod,1996,Asset value,Dollars,Millions,Environmental Accounts,19.5,
Blue Cod,1996,TACC,Tonnes,Actual,Environmental Accounts,2664.7,
Blue Cod,1997,Asset value,Dollars,Millions,Environmental Accounts,20.8,
Blue Cod,1997,TACC,Tonnes,Actual,Environmental Accounts,2664.7,
Blue Cod,1998,Asset value,Dollars,Millions,Environmental Accounts,15.7,
Blue Cod,1998,TACC,Tonnes,Actual,Environmental Accounts,2664.7,
Blue Cod,1999,Asset value,Dollars,Millions,Environmental Accounts,15.4,
Blue Cod,1999,TACC,Tonnes,Actual,Environmental Accounts,2664.7,
Blue Cod,2000,Asset value,Dollars,Millions,Environmental Accounts,19.8,
Blue Cod,2000,TACC,Tonnes,Actual,Environmental Accounts,2664.7,
Blue Cod,2001,Asset value,Dollars,Millions,Environmental Accounts,22.1,
Blue Cod,2001,TACC,Tonnes,Actual,Environmental Accounts,2664.7,
Blue Cod,2002,Asset value,Dollars,Millions,Environmental Accounts,28.4,
Blue Cod,2002,Catch,Tonnes,Actual,Environmental Accounts,2324.3,
Blue Cod,2002,TACC,Tonnes,Actual,Environmental Accounts,2681.5,
Blue Cod,2003,Asset value,Dollars,Millions,Environmental Accounts,33,
Blue Cod,2003,Catch,Tonnes,Actual,Environmental Accounts,2457.5,
Blue Cod,2003,TACC,Tonnes,Actual,Environmental Accounts,2681.5,
Blue Cod,2004,Asset value,Dollars,Millions,Environmental Accounts,39.4,
Blue Cod,2004,Catch,Tonnes,Actual,Environmental Accounts,2501.9,
Blue Cod,2004,TACC,Tonnes,Actual,Environmental Accounts,2681.5,
Blue Cod,2005,Asset value,Dollars,Millions,Environmental Accounts,46.7,
Blue Cod,2005,Catch,Tonnes,Actual,Environmental Accounts,2452.3,
Blue Cod,2005,TACC,Tonnes,Actual,Environmental Accounts,2681.5,
Blue Cod,2006,Asset value,Dollars,Millions,Environmental Accounts,56.7,
Blue Cod,2006,Catch,Tonnes,Actual,Environmental Accounts,2187.4,
Blue Cod,2006,TACC,Tonnes,Actual,Environmental Accounts,2681.5,
Blue Cod,2007,Asset value,Dollars,Millions,Environmental Accounts,46.2,
Blue Cod,2007,Catch,Tonnes,Actual,Environmental Accounts,2419.8,
Blue Cod,2007,TACC,Tonnes,Actual,Environmental Accounts,2681.5,
Blue Cod,2008,Asset value,Dollars,Millions,Environmental Accounts,41.3,
Blue Cod,2008,Catch,Tonnes,Actual,Environmental Accounts,2316,
Blue Cod,2008,TACC,Tonnes,Actual,Environmental Accounts,2681.5,
Blue Cod,2009,Asset value,Dollars,Millions,Environmental Accounts,39.6,
Blue Cod,2009,Catch,Tonnes,Actual,Environmental Accounts,2418.2,
Blue Cod,2009,TACC,Tonnes,Actual,Environmental Accounts,2681.5,
Blue Cod,2010,Asset value,Dollars,Millions,Environmental Accounts,46.3,
Blue Cod,2010,Catch,Tonnes,Actual,Environmental Accounts,2162.5,
Blue Cod,2010,TACC,Tonnes,Actual,Environmental Accounts,2681.5,
Blue Cod,2011,Asset value,Dollars,Millions,Environmental Accounts,48,
Blue Cod,2011,Catch,Tonnes,Actual,Environmental Accounts,2342.6,
Blue Cod,2011,TACC,Tonnes,Actual,Environmental Accounts,2681.5,
Blue Cod,2012,Asset value,Dollars,Millions,Environmental Accounts,45.8,
Blue Cod,2012,Catch,Tonnes,Actual,Environmental Accounts,2216.5,
Blue Cod,2012,TACC,Tonnes,Actual,Environmental Accounts,2331.6,
Blue Cod,2013,Asset value,Dollars,Millions,Environmental Accounts,53.8,
Blue Cod,2013,Catch,Tonnes,Actual,Environmental Accounts,2193.5,
Blue Cod,2013,TACC,Tonnes,Actual,Environmental Accounts,2331.6,
Blue Cod,2014,Asset value,Dollars,Millions,Environmental Accounts,63.8,
Blue Cod,2014,Catch,Tonnes,Actual,Environmental Accounts,2176.1,
Blue Cod,2014,TACC,Tonnes,Actual,Environmental Accounts,2331.6,
Blue Cod,2015,Asset value,Dollars,Millions,Environmental Accounts,56.5,
Blue Cod,2015,Catch,Tonnes,Actual,Environmental Accounts,2207.4,
Blue Cod,2015,TACC,Tonnes,Actual,Environmental Accounts,2331.6,
Blue Cod,2016,Asset value,Dollars,Millions,Environmental Accounts,130.2,
Blue Cod,2016,Catch,Tonnes,Actual,Environmental Accounts,2105.7,
Blue Cod,2016,TACC,Tonnes,Actual,Environmental Accounts,2331.6,
Blue Cod,2017,Asset value,Dollars,Millions,Environmental Accounts,81.4,
Blue Cod,2017,Catch,Tonnes,Actual,Environmental Accounts,2155.1,
Blue Cod,2017,TACC,Tonnes,Actual,Environmental Accounts,2331.6,
Blue Cod,2018,Asset value,Dollars,Millions,Environmental Accounts,148.6,R
Blue Cod,2018,Catch,Tonnes,Actual,Environmental Accounts,2048.7,R
Blue Cod,2018,TACC,Tonnes,Actual,Environmental Accounts,2331.6,
Blue Cod,2019,Asset value,Dollars,Millions,Environmental Accounts,168.8,P
Blue Cod,2019,Catch,Tonnes,Actual,Environmental Accounts,1833.7,P
Blue Cod,2019,TACC,Tonnes,Actual,Environmental Accounts,2331.6,P
Blue Mackerel,2003,Asset value,Dollars,Millions,Environmental Accounts,19.6,
Blue Mackerel,2003,Catch,Tonnes,Actual,Environmental Accounts,11373.8,
Blue Mackerel,2003,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2004,Asset value,Dollars,Millions,Environmental Accounts,21.2,
Blue Mackerel,2004,Catch,Tonnes,Actual,Environmental Accounts,9372.8,
Blue Mackerel,2004,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2005,Asset value,Dollars,Millions,Environmental Accounts,31.9,
Blue Mackerel,2005,Catch,Tonnes,Actual,Environmental Accounts,12746.2,
Blue Mackerel,2005,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2006,Asset value,Dollars,Millions,Environmental Accounts,15.6,
Blue Mackerel,2006,Catch,Tonnes,Actual,Environmental Accounts,10643,
Blue Mackerel,2006,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2007,Asset value,Dollars,Millions,Environmental Accounts,13.9,
Blue Mackerel,2007,Catch,Tonnes,Actual,Environmental Accounts,10688.3,
Blue Mackerel,2007,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2008,Asset value,Dollars,Millions,Environmental Accounts,13.8,
Blue Mackerel,2008,Catch,Tonnes,Actual,Environmental Accounts,8982.3,
Blue Mackerel,2008,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2009,Asset value,Dollars,Millions,Environmental Accounts,13.8,
Blue Mackerel,2009,Catch,Tonnes,Actual,Environmental Accounts,6740,
Blue Mackerel,2009,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2010,Asset value,Dollars,Millions,Environmental Accounts,14,
Blue Mackerel,2010,Catch,Tonnes,Actual,Environmental Accounts,11815.5,
Blue Mackerel,2010,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2011,Asset value,Dollars,Millions,Environmental Accounts,13.5,
Blue Mackerel,2011,Catch,Tonnes,Actual,Environmental Accounts,8638.2,
Blue Mackerel,2011,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2012,Asset value,Dollars,Millions,Environmental Accounts,14.4,
Blue Mackerel,2012,Catch,Tonnes,Actual,Environmental Accounts,10816.7,
Blue Mackerel,2012,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2013,Asset value,Dollars,Millions,Environmental Accounts,13.4,
Blue Mackerel,2013,Catch,Tonnes,Actual,Environmental Accounts,9716.2,
Blue Mackerel,2013,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2014,Asset value,Dollars,Millions,Environmental Accounts,17.1,
Blue Mackerel,2014,Catch,Tonnes,Actual,Environmental Accounts,8092.2,
Blue Mackerel,2014,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2015,Asset value,Dollars,Millions,Environmental Accounts,19.9,
Blue Mackerel,2015,Catch,Tonnes,Actual,Environmental Accounts,9128.9,
Blue Mackerel,2015,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2016,Asset value,Dollars,Millions,Environmental Accounts,26.2,
Blue Mackerel,2016,Catch,Tonnes,Actual,Environmental Accounts,8033,
Blue Mackerel,2016,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2017,Asset value,Dollars,Millions,Environmental Accounts,24.6,
Blue Mackerel,2017,Catch,Tonnes,Actual,Environmental Accounts,8383.7,
Blue Mackerel,2017,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2018,Asset value,Dollars,Millions,Environmental Accounts,30.2,R
Blue Mackerel,2018,Catch,Tonnes,Actual,Environmental Accounts,11399.7,
Blue Mackerel,2018,TACC,Tonnes,Actual,Environmental Accounts,11550,
Blue Mackerel,2019,Asset value,Dollars,Millions,Environmental Accounts,26.3,P
Blue Mackerel,2019,Catch,Tonnes,Actual,Environmental Accounts,10299.5,P
Blue Mackerel,2019,TACC,Tonnes,Actual,Environmental Accounts,11550,P
Blue Moki,1996,Asset value,Dollars,Millions,Environmental Accounts,2.8,
Blue Moki,1996,TACC,Tonnes,Actual,Environmental Accounts,604.1,
Blue Moki,1997,Asset value,Dollars,Millions,Environmental Accounts,3.6,
Blue Moki,1997,TACC,Tonnes,Actual,Environmental Accounts,604.6,
Blue Moki,1998,Asset value,Dollars,Millions,Environmental Accounts,2.6,
Blue Moki,1998,TACC,Tonnes,Actual,Environmental Accounts,604.1,
Blue Moki,1999,Asset value,Dollars,Millions,Environmental Accounts,2.3,
Blue Moki,1999,TACC,Tonnes,Actual,Environmental Accounts,604.1,
Blue Moki,2000,Asset value,Dollars,Millions,Environmental Accounts,2.2,
Blue Moki,2000,TACC,Tonnes,Actual,Environmental Accounts,604.6,
Blue Moki,2001,Asset value,Dollars,Millions,Environmental Accounts,2.8,
Blue Moki,2001,TACC,Tonnes,Actual,Environmental Accounts,604.1,
Blue Moki,2002,Asset value,Dollars,Millions,Environmental Accounts,3.1,
Blue Moki,2002,Catch,Tonnes,Actual,Environmental Accounts,452.4,
Blue Moki,2002,TACC,Tonnes,Actual,Environmental Accounts,608.1,
Blue Moki,2003,Asset value,Dollars,Millions,Environmental Accounts,3.6,
Blue Moki,2003,Catch,Tonnes,Actual,Environmental Accounts,475.6,
Blue Moki,2003,TACC,Tonnes,Actual,Environmental Accounts,608.1,
Blue Moki,2004,Asset value,Dollars,Millions,Environmental Accounts,4.3,
Blue Moki,2004,Catch,Tonnes,Actual,Environmental Accounts,441.2,
Blue Moki,2004,TACC,Tonnes,Actual,Environmental Accounts,608.1,
Blue Moki,2005,Asset value,Dollars,Millions,Environmental Accounts,4.5,
Blue Moki,2005,Catch,Tonnes,Actual,Environmental Accounts,501.8,
Blue Moki,2005,TACC,Tonnes,Actual,Environmental Accounts,608.1,
Blue Moki,2006,Asset value,Dollars,Millions,Environmental Accounts,3.1,
Blue Moki,2006,Catch,Tonnes,Actual,Environmental Accounts,483.5,
Blue Moki,2006,TACC,Tonnes,Actual,Environmental Accounts,608.1,
Blue Moki,2007,Asset value,Dollars,Millions,Environmental Accounts,4.2,
Blue Moki,2007,Catch,Tonnes,Actual,Environmental Accounts,503.6,
Blue Moki,2007,TACC,Tonnes,Actual,Environmental Accounts,608.1,
Blue Moki,2008,Asset value,Dollars,Millions,Environmental Accounts,4.5,
Blue Moki,2008,Catch,Tonnes,Actual,Environmental Accounts,534.7,
Blue Moki,2008,TACC,Tonnes,Actual,Environmental Accounts,608.1,
Blue Moki,2009,Asset value,Dollars,Millions,Environmental Accounts,3.2,
